idx,dataset_name,source_id,offset,label,logits,_det_time_utc,original_offset_sec,new_offset_sec
384846,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,3784.0,humpback,0.12775448,2020-09-14 19:59:13+00:00,3784.0,708.9
384879,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,3896.0,humpback,0.12989986,2020-09-14 20:01:05+00:00,3896.0,710.0
384933,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4080.0,humpback,0.027957872,2020-09-14 20:04:09+00:00,4080.0,711.1
384954,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4152.0,humpback,0.03748268,2020-09-14 20:05:21+00:00,4152.0,712.2
385011,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4344.0,ship,1.6311816,2020-09-14 20:08:33+00:00,4344.0,713.3
385013,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4352.0,ship,1.0284635,2020-09-14 20:08:41+00:00,4352.0,714.4
385014,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4356.0,ship,1.2404826,2020-09-14 20:08:45+00:00,4356.0,715.5
385016,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4364.0,ship,1.2062281,2020-09-14 20:08:53+00:00,4364.0,716.6
385018,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4368.0,ship,1.2802516,2020-09-14 20:08:57+00:00,4368.0,717.7
385017,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4368.0,ship,1.306689,2020-09-14 20:08:57+00:00,4368.0,718.8
385019,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4372.0,ship,1.8984733,2020-09-14 20:09:01+00:00,4372.0,719.9
385020,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4376.0,ship,1.3254235,2020-09-14 20:09:05+00:00,4376.0,721.0
385021,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4380.0,ship,1.190035,2020-09-14 20:09:09+00:00,4380.0,722.1
385022,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4384.0,ship,1.8120567,2020-09-14 20:09:13+00:00,4384.0,723.2
385023,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4388.0,ship,1.4924341,2020-09-14 20:09:17+00:00,4388.0,724.3
385029,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4408.0,ship,1.0726984,2020-09-14 20:09:37+00:00,4408.0,725.4
385031,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4412.0,ship,1.2512802,2020-09-14 20:09:41+00:00,4412.0,726.5
385032,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4416.0,ship,1.1336076,2020-09-14 20:09:45+00:00,4416.0,727.6
385033,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4420.0,ship,1.0234718,2020-09-14 20:09:49+00:00,4420.0,728.7
385034,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4424.0,ship,1.0455415,2020-09-14 20:09:53+00:00,4424.0,729.8
385035,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4428.0,ship,1.3863599,2020-09-14 20:09:57+00:00,4428.0,730.9
385040,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4444.0,ship,1.2107031,2020-09-14 20:10:13+00:00,4444.0,732.0
385044,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4460.0,ship,1.2988685,2020-09-14 20:10:29+00:00,4460.0,733.1
385169,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,4884.0,humpback,0.004999034,2020-09-14 20:17:33+00:00,4884.0,734.2
385226,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5080.0,humpback,0.18117529,2020-09-14 20:20:49+00:00,5080.0,735.3
385247,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5152.0,humpback,0.0010066256,2020-09-14 20:22:01+00:00,5152.0,736.4
385251,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5164.0,humpback,0.19383591,2020-09-14 20:22:13+00:00,5164.0,737.5
385253,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5168.0,humpback,0.764168,2020-09-14 20:22:17+00:00,5168.0,738.6
385255,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5180.0,humpback,0.95691955,2020-09-14 20:22:29+00:00,5180.0,739.7
385257,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5184.0,humpback,0.92596376,2020-09-14 20:22:33+00:00,5184.0,740.8
385297,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5320.0,humpback,0.061947607,2020-09-14 20:24:49+00:00,5320.0,741.9
385379,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5600.0,humpback,0.102115326,2020-09-14 20:29:29+00:00,5600.0,743.0
385389,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5636.0,humpback,0.020046376,2020-09-14 20:30:05+00:00,5636.0,744.1
385394,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5652.0,humpback,0.092059635,2020-09-14 20:30:21+00:00,5652.0,745.2
385405,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5688.0,humpback,0.5157875,2020-09-14 20:30:57+00:00,5688.0,746.3
385413,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5716.0,humpback,0.28906944,2020-09-14 20:31:25+00:00,5716.0,747.4
385439,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5804.0,humpback,0.21206948,2020-09-14 20:32:53+00:00,5804.0,748.5
385453,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5852.0,humpback,0.068115525,2020-09-14 20:33:41+00:00,5852.0,749.6
385455,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5860.0,humpback,0.49591184,2020-09-14 20:33:49+00:00,5860.0,750.7
385473,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5920.0,humpback,0.0483227,2020-09-14 20:34:49+00:00,5920.0,751.8
385485,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,5960.0,humpback,0.059443913,2020-09-14 20:35:29+00:00,5960.0,752.9
385496,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6000.0,ship,1.1485986,2020-09-14 20:36:09+00:00,6000.0,754.0
385499,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6008.0,ship,1.2184546,2020-09-14 20:36:17+00:00,6008.0,755.1
385530,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6116.0,humpback,0.0034752563,2020-09-14 20:38:05+00:00,6116.0,756.2
385586,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6308.0,humpback,0.16190821,2020-09-14 20:41:17+00:00,6308.0,757.3
385587,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6312.0,humpback,0.034438513,2020-09-14 20:41:21+00:00,6312.0,758.4
385648,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6516.0,humpback,0.31102344,2020-09-14 20:44:45+00:00,6516.0,759.5
385651,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6528.0,humpback,0.38283116,2020-09-14 20:44:57+00:00,6528.0,760.6
385653,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6536.0,humpback,0.13521808,2020-09-14 20:45:05+00:00,6536.0,761.7
385655,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6540.0,humpback,0.03667768,2020-09-14 20:45:09+00:00,6540.0,762.8
385656,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6544.0,humpback,0.29381976,2020-09-14 20:45:13+00:00,6544.0,763.9
385659,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6556.0,humpback,0.07474578,2020-09-14 20:45:25+00:00,6556.0,765.0
385664,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6572.0,humpback,0.12686202,2020-09-14 20:45:41+00:00,6572.0,766.1
385665,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,6576.0,humpback,0.03556192,2020-09-14 20:45:45+00:00,6576.0,767.2
2,enhanced,finwhale.wav,6.0,finwhale,,2020-09-14 20:55:03.333333+00:00,6.0,768.3
385852,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,7212.0,ship,1.1179351,2020-09-14 20:56:21+00:00,7212.0,769.4
386228,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,8496.0,ship,1.331657,2020-09-14 21:17:45+00:00,8496.0,770.5
386229,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,8496.0,ship,1.0264697,2020-09-14 21:17:45+00:00,8496.0,771.6
386233,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,8512.0,ship,1.1391175,2020-09-14 21:18:01+00:00,8512.0,772.7
386235,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,8520.0,ship,1.4034762,2020-09-14 21:18:09+00:00,8520.0,773.8
386237,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,8528.0,ship,1.1186411,2020-09-14 21:18:17+00:00,8528.0,774.9
386239,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,8528.0,ship,1.4239146,2020-09-14 21:18:17+00:00,8528.0,776.0
386241,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,8536.0,ship,1.0604042,2020-09-14 21:18:25+00:00,8536.0,777.1
386669,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10000.0,ship,1.2050021,2020-09-14 21:42:49+00:00,10000.0,778.2
386676,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10024.0,ship,1.0567123,2020-09-14 21:43:13+00:00,10024.0,779.3
386678,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10032.0,ship,1.0318389,2020-09-14 21:43:21+00:00,10032.0,780.4
386681,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10040.0,ship,1.2337075,2020-09-14 21:43:29+00:00,10040.0,781.5
386687,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10064.0,ship,1.0663512,2020-09-14 21:43:53+00:00,10064.0,782.6
386688,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10064.0,ship,1.062008,2020-09-14 21:43:53+00:00,10064.0,783.7
386696,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10088.0,ship,1.145744,2020-09-14 21:44:17+00:00,10088.0,784.8
386695,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10088.0,ship,1.1947337,2020-09-14 21:44:17+00:00,10088.0,785.9
386697,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10096.0,ship,1.2436957,2020-09-14 21:44:25+00:00,10096.0,787.0
386701,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10104.0,ship,1.2513055,2020-09-14 21:44:33+00:00,10104.0,788.1
386716,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10160.0,ship,1.1715592,2020-09-14 21:45:29+00:00,10160.0,789.2
386721,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10176.0,ship,1.4898273,2020-09-14 21:45:45+00:00,10176.0,790.3
386727,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10192.0,ship,1.3953646,2020-09-14 21:46:01+00:00,10192.0,791.4
386729,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10200.0,ship,1.6320863,2020-09-14 21:46:09+00:00,10200.0,792.5
386731,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10208.0,ship,1.3530791,2020-09-14 21:46:17+00:00,10208.0,793.6
386730,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10208.0,ship,1.2139789,2020-09-14 21:46:17+00:00,10208.0,794.7
386733,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10216.0,ship,1.0880781,2020-09-14 21:46:25+00:00,10216.0,795.8
386732,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10216.0,ship,1.3290936,2020-09-14 21:46:25+00:00,10216.0,796.9
386736,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10224.0,ship,1.368098,2020-09-14 21:46:33+00:00,10224.0,798.0
386734,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10224.0,ship,1.6062623,2020-09-14 21:46:33+00:00,10224.0,799.1
386737,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10232.0,ship,1.3269625,2020-09-14 21:46:41+00:00,10232.0,800.2
386739,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10240.0,ship,1.4089445,2020-09-14 21:46:49+00:00,10240.0,801.3
386741,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10240.0,ship,1.5709071,2020-09-14 21:46:49+00:00,10240.0,802.4
386743,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10248.0,ship,1.1556128,2020-09-14 21:46:57+00:00,10248.0,803.5
386744,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10256.0,ship,1.3329648,2020-09-14 21:47:05+00:00,10256.0,804.6
386747,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10264.0,ship,1.4076878,2020-09-14 21:47:13+00:00,10264.0,805.7
386749,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10272.0,ship,1.0956529,2020-09-14 21:47:21+00:00,10272.0,806.8
386774,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10360.0,ship,1.0183713,2020-09-14 21:48:49+00:00,10360.0,807.9
386775,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10360.0,ship,1.0933154,2020-09-14 21:48:49+00:00,10360.0,809.0
386778,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10368.0,ship,1.5212429,2020-09-14 21:48:57+00:00,10368.0,810.1
386777,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10368.0,ship,1.0943102,2020-09-14 21:48:57+00:00,10368.0,811.2
386785,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10392.0,ship,1.5111945,2020-09-14 21:49:21+00:00,10392.0,812.3
386784,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10392.0,ship,1.2844887,2020-09-14 21:49:21+00:00,10392.0,813.4
386840,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,10584.0,humpback,0.32197124,2020-09-14 21:52:33+00:00,10584.0,814.5
387123,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,11544.0,humpback,0.33327645,2020-09-14 22:08:33+00:00,11544.0,815.6
387791,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,13824.0,ship,1.3760701,2020-09-14 22:46:33+00:00,13824.0,816.7
387792,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,13824.0,ship,1.0562677,2020-09-14 22:46:33+00:00,13824.0,817.8
1,enhanced,bluewhale.wav,6.5,bluewhale,,2020-09-14 23:10:00+00:00,6.5,818.9
1,enhanced,bluewhale.wav,6.5,bluewhale,,2020-09-14 23:20:00+00:00,6.5,820.0
1,enhanced,bluewhale.wav,6.5,bluewhale,,2020-09-14 23:30:00+00:00,6.5,821.1
1,enhanced,bluewhale.wav,6.5,bluewhale,,2020-09-14 23:40:00+00:00,6.5,822.2
1,enhanced,bluewhale.wav,6.5,bluewhale,,2020-09-14 23:50:00+00:00,6.5,823.3
389782,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20608.0,humpback,0.79784924,2020-09-15 00:39:37+00:00,20608.0,824.4
389785,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20624.0,humpback,0.17821714,2020-09-15 00:39:53+00:00,20624.0,825.5
389784,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20624.0,humpback,0.22870842,2020-09-15 00:39:53+00:00,20624.0,826.6
389808,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20704.0,humpback,0.5900501,2020-09-15 00:41:13+00:00,20704.0,827.7
389810,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20704.0,humpback,0.12547001,2020-09-15 00:41:13+00:00,20704.0,828.8
389832,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20784.0,humpback,0.37636223,2020-09-15 00:42:33+00:00,20784.0,829.9
389841,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20816.0,humpback,1.5348299,2020-09-15 00:43:05+00:00,20816.0,831.0
389852,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20848.0,humpback,1.1688023,2020-09-15 00:43:37+00:00,20848.0,832.1
389858,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20864.0,humpback,1.4284374,2020-09-15 00:43:53+00:00,20864.0,833.2
389860,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20880.0,humpback,1.116594,2020-09-15 00:44:09+00:00,20880.0,834.3
389861,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20880.0,humpback,0.29277408,2020-09-15 00:44:09+00:00,20880.0,835.4
389867,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20896.0,humpback,0.10284037,2020-09-15 00:44:25+00:00,20896.0,836.5
389889,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20976.0,humpback,0.2625938,2020-09-15 00:45:45+00:00,20976.0,837.6
389890,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20976.0,humpback,0.019956328,2020-09-15 00:45:45+00:00,20976.0,838.7
389891,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20976.0,humpback,0.5929501,2020-09-15 00:45:45+00:00,20976.0,839.8
389892,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,20992.0,humpback,0.08689653,2020-09-15 00:46:01+00:00,20992.0,840.9
389897,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,21008.0,humpback,0.2737303,2020-09-15 00:46:17+00:00,21008.0,842.0
389933,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,21120.0,humpback,0.037849247,2020-09-15 00:48:09+00:00,21120.0,843.1
389938,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,21136.0,humpback,0.24247941,2020-09-15 00:48:25+00:00,21136.0,844.2
389939,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,21152.0,humpback,0.07749065,2020-09-15 00:48:41+00:00,21152.0,845.3
389962,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,21232.0,humpback,1.2148767,2020-09-15 00:50:01+00:00,21232.0,846.4
390050,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,21520.0,humpback,0.6264152,2020-09-15 00:54:49+00:00,21520.0,847.5
390047,SanctSound_MB01_06_20091,SanctSound_MB01_06_671617061_200914185609.flac,21520.0,humpback,0.20770136,2020-09-15 00:54:49+00:00,21520.0,848.6
